date,cleaned_user_name,cleaned_content,cleaned_title,rating
2020-07-21 09:31:02-07:00,l word,im weight watcher tracking point joined fooducate could track carbs really lot information macro site exactly wanted,carb tracker please advise,1
2020-07-20 07:07:58-07:00,gubiassco,using app long time use quick reference nutrition guess recent update cant search there ad blocking button please fix asap,ad blocker,3
2020-07-18 16:08:25-07:00,minecraftdude47,2 day using ran 3 food showed incorrect calorie count nutritional fact plain wrong first say skim milk 27 gram sugar chipotle burrito 900 calorie chipotle website even said 600 great idea poor information,wrong info,2
2020-07-16 20:24:29-07:00,yarshf,seem stopped identifying food gluten free,gluten,1
2020-07-15 12:59:54-07:00,michelem59,im difficult time contacting developer ive using app since february finding useful id like request refund since paid yearly fee app using,meeting need,1
2020-07-07 10:23:52-07:00,cihcorral,would pay app dont thing eat take pic wait add good free app,far ok,3
2020-06-30 17:58:22-07:00,fatsno,got app search rating food used fooducate onlinethis feature wanted search button blocked ad doesnt go away,,2
2020-06-28 08:49:47-07:00,kimberlypaige619,difficult navigate,review,1
2020-06-25 19:46:17-07:00,merry berry,ive used calorie counting apps even count macro like fooducate none ive seen offer depth look youre eating mean compared fooducate outline calorie macro also display much diet comprised whole unprocessed food grade individual food choice explains every grade need look food app wont tell product xanthan gum thumb offer answer heck weird gum might even disagree grade depending preference goal since food explanation decide want disregard two reason took star 1 there pretty prominent community feature community appears pretty dead hard tell though discussion display date comment posted usually around 2 year ago give indication recent 2 there weird point system claim based leading point system basically weight watcher im sure reason want say seems logical consistency bowl kale might three point piece chocolate might 1 2 sometimes generally easy enough ignore point tend also listed reasoning lower grade food mildly bothersome thats something youre trying consider overall really great app prefer fitness pal others like think could comparable greater active community,way depth calorie counting apps,4
2020-06-24 15:33:33-07:00,nid2sleep,nice keep track food calorie also like able scan food item,excellent app,5
2020-06-20 07:09:47-07:00,tori3535,app awesome switched life sum one much better see picture food submitting see right one community chat area share meal idea etc download app wont regret,delete lifesum,5
2020-06-19 12:50:26-07:00,krismama,love app doesnt subtract sugar alcohol part net carb total issue keto diet otherwise would give 5 star,carb counting,4
2020-06-18 01:38:13-07:00,cant share nickname,signed havent chance use yet,far good,3
2020-06-15 16:39:10-07:00,hello1738,add something cant delete also doesnt let edit amount ideal calorie ideal gave 1339 dietician said getting 2043 dont waste time,dont waste,1
2020-06-10 16:10:34-07:00,naynay0420,easy look food brand reliable useful,great app,5
